StarID,Hip,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,Mag,AbsMag,Spectrum,ColorIndex
0,,,,,Sol,Sol,0,0,0,-26.72,4.85,G2V,0.65
91,   122,224889,9084,,   The Oct, ,0.02662528,-77.06529438,67.7048070412999, 4.78,0.626902476559748,K2III       , 1.254
115,   154,224935,9089,, 30    Psc, ,0.03266433,-06.01397169,127.226463104326, 4.37,-1.15288726980296,M3III       , 1.631
222,   301,225132,9098,,  2    Cet, ,0.06232565,-17.33597002,69.8812019566737, 4.55,0.328198168798882,B9IVn       ,-0.047
260,   355,225212,9103,,  3    Cet, ,0.07503398,-10.50949443,492.610837438424, 4.99,-3.47251981043394,K3Ibvar     , 1.619
327,   443,    28,   3,, 33    Psc, ,0.08892938,-05.70783255,39.4011032308905, 4.61,1.63245808879343,K1III       , 1.029
495,   677,   358,  15,, 21Alp And,Alpheratz,0.13976888,+29.09082805,29.7619047619048, 2.07,-0.29830361305078,B9p         ,-0.038
544,   746,   432,  21,Gl   8   , 11Bet Cas,Caph,0.15280269,+59.15021814,16.69727834363,  2.27,1.15677156542104,F2III-IV    , 0.380
554,   765,   496,  25,Gl   9.1 ,   Eps Phe, ,0.15681663,-45.74698836,42.9553264604811,  3.88,0.714914879889254,K0III       , 1.013
661,   910,   693,  33,Gl  10   ,  6    Cet, ,0.18775227,-15.46732287,18.8893086513034,  4.89,3.50891968482665,F5V         , 0.487
782,  1067,   886,  39,, 88Gam Peg,Algenib,0.22059721,+15.18361593,102.145045965271, 2.83,-2.21608654098431,B2IV        ,-0.190
863,  1168,  1013,  45,, 89Chi Peg, ,0.24336336,+20.20669720,99.9000999000999, 4.79,-0.207829612603407,M2III       , 1.572
866,  1170,  1038,  48,,  7    Cet, ,0.24400908,-18.93268628,151.057401812689, 4.44,-1.4557100528015,M1III       , 1.640
1002,  1366,  1280,  63,, 24The And, ,0.28487101,+38.68167915,77.639751552795, 4.61,0.159579315118967,A2V         , 0.059
1072,  1473,  1404,  68,, 25Sig And, ,0.3054737,+36.78532730,43.271311120727, 4.51,1.32899972739555,A2V         , 0.054
1133,  1562,  1522,  74,,  8Iot Cet, ,0.32380084,-08.82382948,88.809946714032, 3.56,-1.18230804742336,K2III       , 1.214
1161,  1599,  1581,  77,Gl  17   ,   Zet Tuc, ,0.33386505,-64.87762320,8.59254167382712,  4.22,4.54939176428696,F9V         , 0.576
1451,  2021,  2151,  98,Gl  19   ,   Bet Hyi, ,0.42755612,-77.25503511,7.47495888772612,  2.80,3.43195595808307,G2IV        , 0.618
1484,  2072,  2262, 100,Gl  20   ,   Kap Phe, ,0.43669894,-43.67990933,23.5238767348859,  3.94,2.08245552483561,A7V         , 0.175
1489,  2081,  2261,  99,,   Alp Phe,Ankaa,0.43801871,-42.30512197,23.7304224015187, 2.40,0.523472656360407,K0III...    , 1.083
1575,  2210,  2429, 105,,   Eta Scl, ,0.46547573,-33.00704460,168.067226890756, 4.86,-1.26741517135725,M2/M3III    , 1.634
1743,  2472,  2834, 125,,   Lam1Phe, ,0.52357113,-48.80356171,52.7148128624143, 4.76,1.15033665444331,A0V         , 0.018
1754,  2484,  2884, 126,,   Bet1Tuc, ,0.52571132,-62.95808549,42.8265524625268, 4.36,1.20143442451066,B9V         ,-0.064
1755,  2487,  2885, 127,,   Bet2Tuc, ,0.525932,-62.96544985,52.7704485488127, 4.53,0.918046071520456,A2V         , 0.147
1768,  2505,  2772, 123,, 14Lam Cas, ,0.52953275,+54.52232473,108.695652173913, 4.74,-0.441060863272223,B8Vn        ,-0.098
1833,  2599,  2905, 130,, 15Kap Cas, ,0.54999626,+62.93178781,1265.82278481013, 4.17,-6.34186454354779,B1Ia        , 0.130
2050,  2912,  3369, 154,, 29Pi  And, ,0.61467749,+33.71935227,201.207243460765, 4.34,-2.17821805633334,B5V         ,-0.123
2056,  2920,  3360, 153,, 17Zet Cas, ,0.61618528,+53.89693161,183.150183150183, 3.69,-2.62403678647631,B2IV        ,-0.196
2138,  3031,  3546, 163,, 30Eps And, ,0.64263868,+29.31236900,51.7063081695967, 4.34,0.772282348734914,G5III...    , 0.871
2183,  3092,  3627, 165,, 31Del And, ,0.65544371,+30.86122579,31.0655483069276, 3.27,0.808604883428068,K3III...    , 1.268
2243,  3179,  3712, 168,, 18Alp Cas,Shedir,0.67510756,+56.53740928,70.0770847932726, 2.24,-1.98788013442676,K0II-IIIvar , 1.170
2285,  3245,  3919, 180,,   Mu  Phe, ,0.68877111,-46.08500934,75.8150113722517, 4.59,0.191223977731827,G8III       , 0.953
2325,  3300,  3901, 179,, 19Xi  Cas, ,0.70107895,+50.51254151,340.136054421769, 4.80,-2.85826334793921,B2.5V       ,-0.105
2395,  3405,  4150, 191,,   Eta Phe, ,0.72256778,-57.46309763,73.6919675755343, 4.36,0.0228992382986855,A0IV        , 0.024
2402,  3414,  4058, 184,, 20Pi  Cas, ,0.72446964,+47.02463657,53.4473543559594, 4.95,1.31036893750005,A5V         , 0.170
2405,  3419,  4128, 188,Gl  31   , 16Bet Cet,Diphda,0.7264523,-17.98668410,29.3772032902468,  2.04,-0.300052242937249,K0III       , 1.019
2423,  3455,  4188, 194,, 17Phi1Cet, ,0.73650151,-10.60927365,64.3500643500644, 4.77,0.727255072324477,K0IIIvar    , 0.998
2451,  3504,  4180, 193,, 22Omi Cas, ,0.74541725,+48.28438262,277.777777777778, 4.48,-2.73848749616356,B5III       ,-0.069
2574,  3693,  4502, 215,, 34Zet And, ,0.78899727,+24.26737703,55.6173526140156, 4.08,0.35394843698605,K1II        , 1.100
2640,  3786,  4656, 224,, 63Del Psc, ,0.81135982,+07.58520186,93.5453695042095, 4.44,-0.415111473956109,K5III       , 1.500
2650,  3801,  4636, 223,, 25Nu  Cas, ,0.81388703,+50.96819154,119.4743130227, 4.90,-0.486372710033699,B9III       ,-0.091
2666,  3821,  4614, 219,Gl  34  A, 24Eta Cas, ,0.8180835,+57.81654770,5.95273528186202,  3.45,4.57641715047222,G0V SB      , 0.587
2704,  3881,  4727, 226,, 35Nu  And, ,0.83023048,+41.07895474,208.333333333333, 4.53,-2.06379381312206,B5V SB      ,-0.136
2890,  4147,  5112, 248,, 20    Cet, ,0.88346958,-01.14422060,159.235668789809, 4.78,-1.23020178131402,M0III       , 1.550
2894,  4151,  5015, 244,Gl  41   ,          , ,0.88452203,+61.12355735,18.5701021355617,  4.82,3.47592853817,F8V         , 0.540
2993,  4292,  5234, 253,, 26Ups1Cas, ,0.91672028,+58.97279657,124.688279301746, 4.83,-0.649128158579183,K2III       , 1.216
3081,  4422,  5395, 265,, 28Ups2Cas, ,0.94444736,+59.18116582,63.1313131313131, 4.62,0.618775886267374,G8III-IV    , 0.957
3084,  4427,  5394, 264,, 27Gam Cas, ,0.9451392,+60.71674966,187.96992481203, 2.15,-4.22044183852476,B0IV:evar   ,-0.046
3092,  4436,  5448, 269,, 37Mu  And, ,0.94586046,+38.49925513,41.7885499373172, 3.86,0.754713493067187,A5V         , 0.130
